customer_id,name,state,city,total_orders,lifetime_value,avg_order_value,first_order,last_order,segment
C01298,Eshana Mander,Odisha,Imphal,4,275968.76,68992.19,2022-03-10,2024-04-16,Gold
C00960,Veer Mutti,Odisha,Kozhikode,5,275884.32,55176.86,2022-02-28,2024-08-10,Gold
C00098,Rachita Deshmukh,Delhi,Arrah,2,274577.83,137288.91,2022-06-06,2024-12-21,Gold
C00518,Jyoti Ghosh,Rajasthan,Aizawl,4,273885.7,68471.43,2022-07-31,2024-04-30,Gold
C01567,Chakradhar Karnik,Karnataka,Aurangabad,7,273678.46,39096.92,2022-05-03,2024-12-25,Gold
C01914,Onveer Ramanathan,Maharashtra,Hajipur,3,273389.17,91129.72,2022-06-02,2024-05-08,Gold
C00940,Shivansh Mital,Gujarat,Jammu,4,272950.2,68237.55,2022-08-29,2024-10-22,Gold
C01126,Shaurya Raman,Pune,Tiruvottiyur,4,272322.36,68080.59,2022-03-03,2024-07-21,Gold
C00696,Laban Garg,Bihar,Muzaffarpur,4,272212.64,68053.16,2022-09-21,2023-04-01,Gold
C00249,Gayathri Guha,Haryana,Hapur,2,271973.49,135986.74,2022-11-07,2023-03-17,Gold
C00679,Rishi Sanghvi,Madhya Pradesh,Gandhinagar,3,271879.4,90626.47,2024-08-28,2024-09-08,Gold
C01410,Rajata Goel,Rajasthan,Coimbatore,2,271449.58,135724.79,2022-10-06,2023-02-10,Gold
C01826,Pranit Sodhi,Rajasthan,Ahmedabad,3,271069.32,90356.44,2023-03-12,2024-10-22,Gold
C00271,Brinda Shetty,Rajasthan,Bareilly,4,271015.23,67753.81,2022-09-22,2024-09-06,Gold
C01781,Lakshit Krishnan,Telangana,Berhampore,3,270080.24,90026.75,2022-06-07,2024-12-09,Gold
C01501,Victor Deol,Telangana,Ghaziabad,4,270030.59,67507.65,2022-02-13,2024-04-08,Gold
C01949,Divya Shenoy,Madhya Pradesh,Patiala,2,269237.87,134618.93,2022-03-14,2023-10-25,Gold
C00236,Anika Nanda,Maharashtra,Orai,2,268842.29,134421.14,2022-08-11,2024-01-28,Gold
C01997,Jeet Mukhopadhyay,West Bengal,Solapur,6,268522.89,44753.82,2022-01-03,2024-12-27,Gold
C01614,Nachiket Walla,Madhya Pradesh,Ludhiana,6,267441.82,44573.64,2022-10-14,2024-05-24,Gold
C01519,Ekiya Singh,Haryana,Eluru,5,266766.89,53353.38,2022-09-26,2023-09-04,Gold
C01776,Omya Gara,Kerala,New Delhi,3,266712.93,88904.31,2022-01-11,2024-02-13,Gold
C01904,Rushil Baral,Kerala,Solapur,3,266639.44,88879.81,2022-03-11,2024-06-16,Gold
C01339,Jyoti Deshpande,Maharashtra,Bhagalpur,1,266000.5,266000.5,2022-04-11,2022-04-11,Gold
C01961,Watika Parsa,Uttar Pradesh,Jammu,3,265497.85,88499.28,2022-04-15,2024-07-13,Gold
C01928,Ishanvi Gade,Delhi,Medininagar,4,265369.03,66342.26,2022-02-09,2024-07-31,Gold
C01757,Dhriti Raghavan,Madhya Pradesh,Ulhasnagar,5,265047.93,53009.59,2022-04-23,2024-02-24,Gold
C00001,Yasti Dewan,Rajasthan,Bihar Sharif,4,265026.22,66256.55,2022-12-05,2024-08-12,Gold
C01355,Jasmit Tak,Uttar Pradesh,Visakhapatnam,2,265015.4,132507.7,2023-02-25,2024-03-02,Gold
C01259,Vamakshi Mitra,Telangana,Kurnool,2,264896.47,132448.24,2022-04-27,2024-12-18,Gold
C01070,Gopal Sood,Madhya Pradesh,New Delhi,2,264820.96,132410.48,2022-02-15,2024-09-17,Gold
C00531,Amara Raj,Madhya Pradesh,Meerut,3,263913.52,87971.17,2022-09-27,2023-02-25,Gold
C01004,Abhiram Sagar,Madhya Pradesh,Thiruvananthapuram,3,263736.08,87912.03,2023-06-30,2023-10-28,Gold
C00649,Zarna Dhawan,Telangana,Silchar,4,263684.46,65921.12,2023-01-27,2023-12-04,Gold
C00363,Nidra Sathe,Rajasthan,Tenali,2,263664.81,131832.4,2022-05-03,2023-03-07,Gold
C00519,Quincy Narain,Odisha,Saharsa,2,263546.89,131773.45,2022-03-03,2024-12-02,Gold
C00787,Nidra Date,Rajasthan,South Dumdum,3,263021.4,87673.8,2022-07-16,2024-05-29,Gold
C01827,Chandresh Dara,Odisha,Miryalaguda,3,263019.17,87673.06,2022-09-10,2024-05-22,Gold
C00867,Omisha Ramaswamy,Maharashtra,Morena,4,262710.47,65677.62,2022-03-08,2024-05-14,Gold
C01417,Balhaar Ratta,Madhya Pradesh,Raipur,3,262109.19,87369.73,2023-01-20,2023-09-26,Gold
C01382,Anmol Srinivas,Uttar Pradesh,Siliguri,1,261984.02,261984.02,2024-11-04,2024-11-04,Gold
C00724,Dipta Pingle,Maharashtra,Jamshedpur,3,261767.69,87255.9,2022-02-14,2024-07-25,Gold
C00786,Zansi Ratta,Karnataka,Solapur,4,261362.53,65340.63,2023-05-06,2024-10-01,Gold
C00406,Amara Karan,Uttar Pradesh,Rajkot,4,261356.88,65339.22,2023-08-11,2024-10-15,Gold
C00817,Gautam Shroff,Madhya Pradesh,Bidar,2,260535.29,130267.65,2022-02-23,2024-11-14,Gold
C01214,Xavier Swaminathan,Odisha,Shahjahanpur,3,260453.46,86817.82,2022-07-30,2024-06-03,Gold
C00287,Saksham Karan,Maharashtra,Jalgaon,4,260410.69,65102.67,2023-03-17,2024-05-11,Gold
C00562,Niharika Yadav,Tamil Nadu,Danapur,3,260283.09,86761.03,2023-12-20,2024-12-12,Gold
C01684,Rehaan Chandran,Gujarat,Durg,2,260179.32,130089.66,2023-08-24,2024-02-08,Gold
C01405,Nirja Dey,Rajasthan,Sambalpur,2,260175.12,130087.56,2022-05-11,2022-07-07,Gold
C00956,Kai Chada,Maharashtra,Chandrapur,5,259921.27,51984.25,2022-06-11,2024-01-05,Gold
C00559,Xalak Baria,Karnataka,North Dumdum,3,259328.1,86442.7,2022-09-19,2023-07-18,Gold
C00481,Chaman Garde,Gujarat,Tirunelveli,2,259184.73,129592.36,2023-04-02,2023-06-28,Gold
C00250,Dominic Seth,West Bengal,Bareilly,3,258797.76,86265.92,2023-03-24,2023-05-30,Gold
C00267,David Sodhi,Pune,Nagpur,4,258515.58,64628.9,2022-05-01,2024-05-20,Gold
C01185,Rajata Bakshi,Karnataka,Dibrugarh,3,257683.82,85894.61,2022-01-31,2023-06-11,Gold
C00788,Girindra Kumar,Madhya Pradesh,Solapur,4,257185.44,64296.36,2022-09-22,2024-06-25,Gold
C01864,Faqid Johal,Karnataka,Delhi,5,256862.9,51372.58,2022-04-17,2024-07-08,Gold
C00176,Adweta Nayar,Bihar,Guwahati,3,256501.3,85500.43,2023-04-20,2024-02-02,Gold
C01771,Nachiket Borah,Maharashtra,Barasat,3,256279.13,85426.38,2022-09-10,2024-09-25,Gold
C01191,Nitara Dar,Kerala,Kulti,3,255957.93,85319.31,2023-07-07,2024-04-19,Gold
C00790,Amara Modi,Haryana,Mumbai,3,255755.53,85251.84,2022-05-27,2024-04-01,Gold
C00306,Nihal Bali,Telangana,Cuttack,3,255586.01,85195.34,2022-01-24,2023-07-17,Gold
C01863,Aachal Swamy,Rajasthan,Gudivada,3,255557.5,85185.83,2022-06-06,2024-05-09,Gold
C00457,Ati Panchal,Telangana,Phusro,4,254827.93,63706.98,2024-07-07,2024-11-12,Gold
C01352,Indira Som,Karnataka,Hindupur,3,253853.68,84617.89,2022-12-10,2024-03-06,Gold
C01972,Veer Malhotra,Kerala,Bijapur,2,253773.65,126886.82,2023-12-05,2024-11-27,Gold
C01251,Irya Agrawal,Uttar Pradesh,Jamnagar,1,253388.23,253388.23,2024-09-30,2024-09-30,Gold
C01432,Nilima Golla,Maharashtra,Anand,3,253299.52,84433.17,2022-05-13,2024-11-10,Gold
C00466,Harrison Peri,Rajasthan,Bhatpara,3,253275.93,84425.31,2022-03-05,2024-11-21,Gold
C00434,Shivansh Puri,Telangana,Jalandhar,4,253272.6,63318.15,2022-09-05,2023-04-11,Gold
C00083,Krish Sethi,Bihar,Nangloi Jat,6,252219.06,42036.51,2022-05-11,2023-12-01,Gold
C00638,Sara Sur,Telangana,Mirzapur,1,252119.76,252119.76,2023-09-09,2023-09-09,Gold
C00489,Ikshita Toor,Maharashtra,Bhilai,2,251888.48,125944.24,2022-03-25,2023-04-01,Gold
C00117,Advaith Mahajan,Delhi,Panvel,3,251218.05,83739.35,2023-09-01,2024-10-21,Gold
C00670,Qadim Bir,Kerala,Munger,4,251081.9,62770.47,2022-09-08,2024-08-14,Gold
C01246,Meghana Deo,Haryana,Mumbai,3,250714.75,83571.58,2023-02-09,2023-12-11,Gold
C01154,Bishakha Kuruvilla,Tamil Nadu,Panipat,3,250637.96,83545.99,2022-02-09,2024-06-01,Gold
C01735,Alexander Chhabra,Haryana,Vijayawada,4,250309.98,62577.5,2022-07-28,2024-03-27,Gold
C00749,Max Nadkarni,Tamil Nadu,Begusarai,4,249632.4,62408.1,2022-05-06,2024-04-22,Gold
C00606,Upasna Gupta,Karnataka,Suryapet,3,249429.96,83143.32,2024-01-22,2024-11-28,Gold
C01421,Shivani Sangha,Rajasthan,Ghaziabad,3,249311.49,83103.83,2022-01-23,2024-11-01,Gold
C01817,Vyanjana Bansal,Haryana,Jamshedpur,2,248980.56,124490.28,2022-03-21,2024-01-18,Gold
C01449,Kala Muni,Uttar Pradesh,Panchkula,5,248521.77,49704.35,2022-03-13,2024-06-21,Gold
C01414,Yagnesh Dutta,Tamil Nadu,Ramagundam,5,248369.11,49673.82,2023-01-21,2024-10-03,Gold
C00423,Samarth Keer,Gujarat,Tumkur,2,248069.12,124034.56,2022-08-29,2022-11-11,Gold
C01403,Jasmit Babu,Uttar Pradesh,Sirsa,3,247907.99,82636.0,2023-12-26,2024-11-17,Gold
C00673,Max Chaudhuri,Maharashtra,Aurangabad,2,247888.87,123944.43,2022-01-01,2023-08-07,Gold
C00258,Ranbir Batra,Odisha,Deoghar,3,247566.48,82522.16,2022-05-05,2024-11-20,Gold
C01812,Vamakshi Sama,Pune,Shimla,3,247472.64,82490.88,2022-10-16,2024-09-11,Gold
C01783,Girish Prashad,West Bengal,Noida,3,247253.89,82417.96,2022-08-23,2023-03-19,Gold
C01663,Raagini Lalla,Uttar Pradesh,Thane,4,247031.8,61757.95,2022-08-28,2024-06-07,Gold
C00898,Balvan Batta,Gujarat,Shimla,3,246832.67,82277.56,2022-01-05,2023-03-20,Gold
C00391,Aahana Issac,Bihar,Pune,6,246639.58,41106.6,2022-02-08,2024-08-01,Gold
C00864,Chaitanya Rana,Maharashtra,Hajipur,4,246249.16,61562.29,2022-02-02,2023-10-03,Gold
C01226,Jack Palan,Gujarat,Thanjavur,6,245928.06,40988.01,2022-04-03,2024-12-19,Gold
C00069,Teerth Gill,West Bengal,Guntur,3,245538.3,81846.1,2022-12-28,2024-06-21,Gold
C00513,Amruta Seshadri,Uttar Pradesh,Belgaum,4,245276.44,61319.11,2023-01-01,2024-09-10,Gold
C01593,Charvi Kalla,Gujarat,Fatehpur,2,244951.79,122475.9,2023-06-24,2024-08-28,Gold
C01436,Sanya Borah,Delhi,Hubli–Dharwad,5,244941.86,48988.37,2023-01-20,2024-07-27,Gold
C01516,Advaith Shere,Uttar Pradesh,Mumbai,4,244300.18,61075.04,2022-03-19,2024-06-03,Gold
C00348,Eta Seshadri,Karnataka,Anantapur,1,244199.17,244199.17,2024-12-26,2024-12-26,Gold
C00054,Riya Ghose,West Bengal,Morena,4,244195.7,61048.93,2022-02-21,2024-12-08,Gold
C00402,Onveer Ravel,Bihar,Tiruppur,5,244016.38,48803.28,2022-06-21,2024-09-06,Gold
C00996,Samuel Brahmbhatt,Maharashtra,Imphal,4,243687.92,60921.98,2023-04-18,2024-10-03,Gold
C01457,Suhani Buch,Odisha,Dindigul,4,243223.27,60805.82,2024-02-16,2024-12-13,Gold
C00344,Kashish Srivastava,Rajasthan,Kozhikode,2,242616.89,121308.45,2023-07-31,2024-09-17,Gold
C00424,Bhavika Vora,Uttar Pradesh,Rajkot,2,242046.85,121023.42,2022-12-07,2024-02-29,Gold
C00716,Suhani Bhatnagar,Telangana,Pune,4,241387.35,60346.84,2022-08-31,2024-01-27,Gold
C00517,Vrishti Shere,Karnataka,Anantapuram,3,241282.88,80427.63,2022-07-28,2024-05-16,Gold
C01766,Chaitaly Sundaram,Pune,Narasaraopet,3,240777.5,80259.17,2022-01-25,2023-09-23,Gold
C00782,Sathvik Loke,Bihar,Bhubaneswar,3,240695.27,80231.76,2022-07-31,2023-07-31,Gold
C00645,Vasatika Agrawal,Karnataka,Bahraich,3,240147.58,80049.19,2023-07-09,2024-10-11,Gold
C01554,Mahika Sahni,Haryana,Berhampur,3,239927.85,79975.95,2023-08-29,2024-04-19,Gold
C01920,Samesh Mukhopadhyay,Rajasthan,Tumkur,4,239583.38,59895.84,2022-04-27,2023-05-13,Gold
C00134,Farhan Bajwa,West Bengal,Saharanpur,2,239545.15,119772.58,2024-07-06,2024-12-20,Gold
C01861,Owen Uppal,Pune,Sangli-Miraj & Kupwad,5,239498.7,47899.74,2022-05-21,2024-08-11,Gold
C00713,Naksh Varma,West Bengal,Hospet,3,239404.25,79801.42,2022-04-25,2023-11-24,Gold
C00288,Imaran Chana,Maharashtra,Kolkata,5,239235.56,47847.11,2022-08-08,2024-04-14,Gold
C00664,Jacob Luthra,Maharashtra,Pallavaram,3,238836.57,79612.19,2023-01-27,2023-12-28,Gold
C01851,Gagan Kibe,Telangana,Mehsana,3,238691.26,79563.75,2022-01-08,2023-03-02,Gold
C01375,Keya Gaba,Tamil Nadu,Surat,3,238509.68,79503.23,2024-02-23,2024-08-24,Gold
C01028,Onkar Batta,Bihar,Kirari Suleman Nagar,3,238502.72,79500.91,2022-01-30,2024-09-20,Gold
C00373,Dev Sachdeva,Maharashtra,Katihar,2,238246.89,119123.45,2023-03-29,2024-09-14,Gold
C01523,Rushil Pandey,Telangana,Tumkur,2,238223.11,119111.55,2022-12-03,2023-10-08,Gold
C00862,Bhavna Varma,Odisha,Buxar,2,237604.86,118802.43,2022-04-05,2023-04-28,Gold
C00047,Hemang Raman,Bihar,Berhampur,3,237419.36,79139.79,2022-05-07,2023-06-30,Gold
C00136,Vinaya Dalal,Maharashtra,Tiruvottiyur,3,237064.92,79021.64,2022-05-17,2024-12-16,Gold
C00760,Daksh Iyengar,Tamil Nadu,Bidar,2,236864.16,118432.08,2022-06-27,2024-05-22,Gold
C01908,Turvi Srinivas,West Bengal,Varanasi,5,235694.38,47138.88,2022-05-09,2024-04-11,Gold
C01066,Darika Divan,Pune,Noida,3,235330.91,78443.64,2022-05-28,2023-12-27,Gold
C01889,Chaman Sridhar,Bihar,Howrah,2,234915.93,117457.96,2024-05-30,2024-08-29,Gold
C01769,Ayush Grewal,Gujarat,Bally,3,234856.76,78285.59,2022-01-05,2024-10-22,Gold
C00576,Manan Bassi,Pune,Ambala,3,234241.14,78080.38,2022-02-01,2024-03-08,Gold
C00390,Tara Bhatia,Delhi,Morbi,2,234155.72,117077.86,2022-10-01,2023-12-29,Gold
C01795,Qushi Natarajan,Madhya Pradesh,Motihari,3,233543.34,77847.78,2022-11-04,2024-04-24,Gold
C01559,Sachi Mand,Haryana,Srikakulam,4,233323.38,58330.85,2022-08-13,2023-04-25,Gold
C00678,Urvi Dugal,Madhya Pradesh,Sangli-Miraj & Kupwad,3,233172.04,77724.01,2022-02-17,2023-01-11,Gold
C00449,Reyansh Ravel,Karnataka,Bokaro,3,232977.83,77659.28,2022-02-15,2024-02-15,Gold
C00429,Gautam Varkey,Bihar,Bharatpur,2,232969.56,116484.78,2022-11-21,2023-10-27,Gold
C01431,Yash Raja,Rajasthan,Raiganj,4,232955.64,58238.91,2023-03-15,2024-03-27,Gold
C01311,Jyoti Kapur,Maharashtra,Khammam,1,232865.48,232865.48,2023-09-25,2023-09-25,Gold
C00609,Kiaan Vohra,Karnataka,Howrah,5,232696.72,46539.34,2022-02-04,2024-11-29,Gold
C01507,Xiti Maharaj,Maharashtra,Muzaffarnagar,1,231410.26,231410.26,2024-01-01,2024-01-01,Gold
C01012,Banjeet Bedi,Odisha,Thanjavur,5,231151.01,46230.2,2022-02-15,2024-05-11,Gold
C01087,Chatura Varma,Haryana,Gangtok,3,231146.51,77048.84,2022-02-12,2023-04-19,Gold
C01948,Girindra Gill,Kerala,Varanasi,5,230944.32,46188.86,2022-05-02,2024-06-17,Gold
C01592,Zayan Tandon,Tamil Nadu,Rampur,2,230278.9,115139.45,2022-05-02,2024-03-02,Gold
C01605,Baljiwan Ram,Karnataka,Jammu,3,230227.84,76742.61,2022-01-15,2024-04-12,Gold
C01587,Dhriti Khalsa,Rajasthan,Asansol,3,230134.07,76711.36,2022-05-03,2024-08-30,Gold
C00418,Manan Bhalla,Bihar,Panvel,2,229934.95,114967.48,2022-04-25,2023-05-21,Gold
C00464,Laksh Sankar,Madhya Pradesh,Hyderabad,2,229899.24,114949.62,2022-03-07,2024-05-22,Gold
C01444,Chameli Vyas,Madhya Pradesh,Pallavaram,2,229852.42,114926.21,2022-08-10,2024-11-17,Gold
C01276,Viraj Bhargava,Karnataka,Aurangabad,2,229626.48,114813.24,2022-08-19,2024-08-06,Gold
C01424,Qadim Sule,Madhya Pradesh,Jamshedpur,3,229462.86,76487.62,2022-12-10,2024-03-22,Gold
C00015,Aayush Sura,Uttar Pradesh,Baranagar,4,229414.29,57353.57,2022-02-14,2024-02-23,Gold
C00319,Viraj Mander,Karnataka,Haridwar,3,229259.27,76419.76,2022-08-09,2024-10-21,Gold
C00899,Gaurav Mishra,Karnataka,Bidar,3,229036.88,76345.63,2022-04-28,2024-11-20,Gold
C01107,Turvi Ganguly,Madhya Pradesh,Ongole,3,228796.71,76265.57,2022-05-15,2023-08-28,Gold
C00537,Tanvi Sharma,Tamil Nadu,Kirari Suleman Nagar,3,228763.11,76254.37,2022-01-19,2024-10-05,Gold
C00780,Balendra Kannan,Pune,Loni,2,228592.2,114296.1,2023-04-22,2024-05-14,Gold
C00902,Kashvi Kari,Haryana,Hazaribagh,2,228528.4,114264.2,2023-03-18,2024-02-05,Gold
C00580,Wazir Dada,Bihar,Vasai-Virar,4,228466.91,57116.73,2022-03-27,2024-03-25,Gold
C01101,Tarak Gopal,Tamil Nadu,Madurai,2,228389.68,114194.84,2022-04-18,2023-07-21,Gold
C01912,Ekani Nagi,Pune,Solapur,1,228003.1,228003.1,2022-12-29,2022-12-29,Gold
C00036,Falan Basak,Kerala,Thiruvananthapuram,2,227968.09,113984.04,2023-04-19,2024-08-28,Gold
C01057,Wazir Basak,Tamil Nadu,Udupi,5,227810.38,45562.08,2022-02-19,2024-01-25,Gold
C00379,Jonathan Goda,Tamil Nadu,Ozhukarai,2,227351.39,113675.7,2022-04-03,2023-08-11,Gold
C01153,Charita Lal,Madhya Pradesh,Ahmednagar,4,227074.45,56768.61,2023-06-23,2024-10-03,Gold
C00863,Upkaar Nair,Kerala,Barasat,4,226992.73,56748.18,2022-12-21,2024-08-09,Gold
C01189,Yachana Venkatesh,Rajasthan,Burhanpur,3,226915.08,75638.36,2023-02-12,2024-02-28,Gold
C00480,Pallavi Sen,Odisha,Fatehpur,2,226093.73,113046.86,2024-05-18,2024-11-10,Gold
C01923,Mason Shan,Telangana,Bhopal,3,225745.95,75248.65,2022-07-23,2023-11-18,Gold
C00994,Girish Dhillon,Pune,Karnal,2,225064.36,112532.18,2023-01-12,2024-05-12,Gold
C01316,Lila Pal,Telangana,Mysore,4,224704.26,56176.06,2022-08-26,2023-12-28,Gold
C01305,Odika Sunder,Haryana,North Dumdum,2,224634.42,112317.21,2022-07-31,2022-08-30,Gold
C01675,Diya Goswami,Karnataka,Panvel,4,224381.48,56095.37,2023-05-28,2024-12-21,Gold
C01938,Ranbir Borde,Delhi,Barasat,2,224146.16,112073.08,2022-04-16,2023-09-13,Gold
C01843,Hemal Dyal,Bihar,Coimbatore,3,223741.97,74580.66,2022-09-02,2024-10-16,Gold
C00548,Pahal Tak,Kerala,Morbi,2,223581.59,111790.8,2022-10-10,2023-12-14,Gold
C01025,Warhi Parmar,Gujarat,Maheshtala,2,223271.21,111635.6,2022-12-16,2023-11-10,Gold
C00104,Wyatt Sathe,Tamil Nadu,Guna,5,222637.97,44527.59,2022-03-01,2024-03-30,Gold
C01875,Sanaya Radhakrishnan,Karnataka,Firozabad,4,222557.59,55639.4,2022-07-02,2023-10-13,Gold
C01915,Kashish Verma,Rajasthan,Amroha,4,222426.25,55606.56,2022-09-28,2024-08-10,Gold
C01660,Leela Memon,Haryana,Hyderabad,3,222368.35,74122.78,2023-06-09,2024-01-15,Gold
C00524,Bakhshi Shetty,Odisha,Ambattur,4,222142.67,55535.67,2022-12-16,2024-12-11,Gold
C01388,Matthew Sekhon,Gujarat,Bharatpur,7,221927.28,31703.9,2022-01-23,2024-08-24,Gold
C00477,Diya Tank,Bihar,Mango,3,221625.94,73875.31,2022-03-04,2024-05-26,Gold
C00677,Lila Mohanty,Kerala,Bellary,2,221471.43,110735.71,2022-01-04,2023-12-22,Gold
C00554,Krisha Atwal,Gujarat,Ahmedabad,3,221308.66,73769.55,2022-05-23,2024-04-25,Gold
C01195,Onveer Iyengar,Maharashtra,Dhule,3,220569.51,73523.17,2022-11-04,2023-10-20,Gold
C01645,Pallavi Kaur,Kerala,Panipat,4,220322.3,55080.57,2022-01-28,2023-09-08,Gold
C00629,Udant Chada,Tamil Nadu,Salem,3,220025.48,73341.83,2023-04-16,2024-12-21,Gold
C01250,Shivansh Trivedi,Odisha,Kamarhati,4,219994.42,54998.61,2022-02-16,2024-07-08,Gold
C01349,Unnati Karan,West Bengal,Katni,3,219419.5,73139.83,2022-10-03,2024-06-13,Gold
C01324,Chaaya Soman,Tamil Nadu,Shahjahanpur,3,219314.13,73104.71,2023-04-18,2024-09-26,Gold
C00785,Kevin Deep,Telangana,Chandigarh,3,218413.7,72804.57,2022-02-05,2024-12-29,Gold
C01395,Ranveer Ganesan,Maharashtra,Sonipat,3,218111.35,72703.78,2022-09-20,2024-06-18,Gold
C01909,Priya Kant,Madhya Pradesh,Pune,2,217820.27,108910.13,2023-11-19,2024-06-03,Gold
C01556,Eesha Lad,Delhi,Vijayawada,3,217774.71,72591.57,2023-12-10,2024-10-16,Gold
C00043,Netra Bail,Kerala,Jamnagar,4,217006.12,54251.53,2023-05-15,2024-09-25,Gold
C00762,Rachit Malhotra,Pune,Bhimavaram,3,216974.5,72324.83,2023-10-23,2024-11-10,Gold
C00174,Jyoti Jani,Telangana,Davanagere,2,216915.48,108457.74,2023-03-10,2024-02-18,Gold
C00874,Ronith Bedi,Madhya Pradesh,Amroha,4,215767.47,53941.87,2022-11-08,2024-03-18,Gold
C00495,Nakul Sachar,Rajasthan,Pali,1,215688.28,215688.28,2022-01-11,2022-01-11,Gold
C01667,Ishwar Oza,Telangana,Vasai-Virar,2,214780.98,107390.49,2023-11-14,2024-12-16,Gold
C01386,Sara Ranganathan,Karnataka,Kumbakonam,3,214445.44,71481.81,2023-03-07,2023-05-26,Gold
C01811,Advaith Anne,Karnataka,Durgapur,4,214397.89,53599.47,2023-06-08,2024-10-29,Gold
C00243,Girindra Patil,Madhya Pradesh,Salem,3,213743.95,71247.98,2022-12-02,2024-08-10,Gold
C01404,Upkaar Bhasin,Karnataka,Bidhannagar,4,213431.75,53357.94,2022-04-01,2024-03-27,Gold
C01703,Yachana Raj,Delhi,New Delhi,4,213197.27,53299.32,2023-04-21,2024-03-10,Gold
C00149,Hemangini Kaur,Telangana,Shahjahanpur,3,213121.44,71040.48,2023-06-11,2024-09-24,Gold
C00289,Warhi Khosla,Karnataka,Aizawl,2,213010.21,106505.1,2023-08-26,2023-11-24,Gold
C00530,Advay Magar,Bihar,Naihati,3,212996.82,70998.94,2023-05-30,2024-12-08,Gold
C01380,Jyoti Sibal,Delhi,Delhi,2,212978.38,106489.19,2022-12-14,2023-01-13,Gold
C00386,Oni Mukherjee,West Bengal,Rajahmundry,4,212642.08,53160.52,2022-01-13,2024-10-07,Gold
C00016,Aachal Manda,Telangana,Ajmer,2,212532.41,106266.21,2023-07-03,2024-11-30,Gold
C01175,Farhan Pall,Odisha,Shahjahanpur,4,212460.59,53115.15,2022-07-01,2024-11-05,Gold
C00483,Jagrati Dalal,Delhi,Jabalpur,1,212415.66,212415.66,2022-08-16,2022-08-16,Gold
C00341,Orinder Saha,West Bengal,Vasai-Virar,2,211742.16,105871.08,2024-10-03,2024-11-23,Gold
C01809,Jeet Dora,Telangana,Mysore,2,211656.94,105828.47,2023-04-06,2023-11-01,Gold
C00385,Devansh Kaul,Bihar,Mira-Bhayandar,3,211369.49,70456.5,2022-11-21,2024-07-18,Gold
C00774,Aachal Parsa,Rajasthan,Hubli–Dharwad,2,211337.46,105668.73,2023-02-27,2024-09-19,Gold
C00800,Widisha Sachar,Gujarat,Bettiah,3,211272.4,70424.13,2023-02-06,2024-05-07,Gold
C00709,Qarin Ghose,Tamil Nadu,Latur,2,210452.27,105226.14,2022-11-22,2024-04-13,Gold
C00699,Pranav Thakur,West Bengal,Haridwar,4,210298.54,52574.63,2022-07-28,2024-09-18,Gold
C00248,Shravya Shan,Uttar Pradesh,Vadodara,3,210298.31,70099.44,2022-10-24,2024-12-27,Gold
C00979,Unni Suresh,Rajasthan,Thoothukudi,2,210136.45,105068.23,2023-04-12,2024-01-11,Gold
C00333,Yachana Gera,Maharashtra,Aizawl,4,209666.28,52416.57,2024-03-11,2024-10-18,Gold
C01569,Adya Badami,Uttar Pradesh,Tiruchirappalli,3,209441.34,69813.78,2022-03-15,2023-02-11,Gold
C01951,Jagat Goyal,Karnataka,Ghaziabad,1,209186.47,209186.47,2023-03-08,2023-03-08,Gold
C00964,Damyanti Aggarwal,Pune,Sirsa,3,209149.94,69716.65,2022-06-28,2024-07-12,Gold
C01086,Umang Baral,Bihar,Tirunelveli,4,209088.48,52272.12,2024-03-23,2024-12-12,Gold
C01158,Advika Mitra,Uttar Pradesh,Rajpur Sonarpur,3,208707.62,69569.21,2022-01-20,2022-10-04,Gold
C00910,Panini Brar,Telangana,Bhind,3,208083.21,69361.07,2022-10-08,2024-09-19,Gold
C01056,Nilima Kuruvilla,Delhi,Aurangabad,3,207891.7,69297.23,2022-06-13,2024-08-11,Gold
C00837,Aradhana Bava,Pune,Sultan Pur Majra,2,207824.28,103912.14,2022-12-05,2023-06-07,Gold
C00945,Triveni Kara,West Bengal,Bareilly,2,207705.3,103852.65,2022-12-12,2023-11-11,Gold
C00177,Benjamin Varghese,Karnataka,Hosur,4,207267.69,51816.92,2022-12-17,2024-05-30,Gold
C00404,Sai Gour,Tamil Nadu,Ramagundam,2,207022.25,103511.13,2024-03-03,2024-10-15,Gold
C00978,Nicholas Uppal,Telangana,Solapur,3,206413.32,68804.44,2023-08-20,2024-09-21,Gold
C00757,Atharv Srinivas,Kerala,Khammam,3,206306.57,68768.86,2024-03-11,2024-06-26,Gold
C00334,Lavanya Sem,Uttar Pradesh,Danapur,2,206029.53,103014.76,2022-12-31,2024-09-06,Gold
C00438,Arjun Ramanathan,Tamil Nadu,Kolhapur,2,206013.21,103006.6,2022-09-29,2023-06-18,Gold
C00935,Yagnesh Shetty,Madhya Pradesh,Guntur,6,205993.6,34332.27,2022-06-12,2024-10-21,Gold
C01187,Chameli Borde,Odisha,Maheshtala,1,205682.7,205682.7,2022-06-10,2022-06-10,Gold
C00941,Zinal Sastry,Delhi,Sambalpur,1,205543.33,205543.33,2024-02-25,2024-02-25,Gold
C00836,Reyansh Badal,Haryana,Narasaraopet,2,205511.75,102755.88,2022-06-22,2023-05-17,Gold
C01118,Omisha Choudhary,Madhya Pradesh,Malegaon,4,205333.46,51333.36,2022-06-03,2024-11-26,Gold
